      32.4,     189.7,    1084.6,   77255.3,   -1241.7,    -631.6,    -449.0
      28.0,     140.0,     418.6,     673.3,    1299.9,   -8326.8,   -1237.2
      26.0,     119.7,     284.5,     396.9,     597.1,    1115.0,   12642.6
      27.4,     125.4,     311.9,     444.8,     722.3,    1835.1,   -6014.2
      31.4,     174.4,     729.0,    1993.4,   -3303.0,    -954.8,    -575.8
      32.7,     196.0,    1176.0,-1198577747740.5,   -1274.0,    -661.5,    -457.3
