      23.5,      29.6,      57.0,      70.7
      30.9,      40.8,      31.0,      66.4
      22.1,      35.3,      42.6,      74.7
      27.9,      43.3,      39.9,      56.3
      22.9,      28.5,      31.7,      53.8
      26.5,      28.8,      48.1,      67.1
